link,label (noise)
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.423,0
http://dx.doi.org/10.1257/aer.102.3.626,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.417,1
http://dx.doi.org/10.1257/aer.103.3.309,1
http://dx.doi.org/10.1257/aer.102.3.470,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.411,0
http://dx.doi.org/10.1257/aer.102.2.780,0
http://dx.doi.org/10.1257/aer.102.5.2018,1
http://dx.doi.org/10.1257/aer.102.5.1957,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1073,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.900,1
http://dx.doi.org/10.1257/aer.104.5.547,1
http://dx.doi.org/10.1257/aer.102.5.1986,1
http://dx.doi.org/10.1257/aer.103.4.1289,1
http://dx.doi.org/10.1257/aer.102.3.i,1
http://dx.doi.org/10.1257/aer.103.3.251,1
http://dx.doi.org/10.1257/aer.104.5.376,0
http://dx.doi.org/10.1257/aer.102.3.386,0
http://dx.doi.org/10.1257/aer.103.2.i,1
http://dx.doi.org/10.1257/aer.102.6.2826,0
http://dx.doi.org/10.1257/aer.102.3.273,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.492,1
http://dx.doi.org/10.1257/aer.103.1.549,1
http://dx.doi.org/10.1257/aer.103.2.690,0
http://dx.doi.org/10.1257/aer.102.5.2206,1
http://dx.doi.org/10.1257/aer.103.5.1598,1
http://dx.doi.org/10.1257/aer.104.5.632,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2450,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.398,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.677,1
http://dx.doi.org/10.1257/aer.104.5.682,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.258,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.125,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.273,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.2923,0
http://dx.doi.org/10.1257/aer.102.3.88,1
http://dx.doi.org/10.1257/aer.102.3.173,1
http://dx.doi.org/10.1257/aer.104.7.2152,1
http://dx.doi.org/10.1257/aer.104.2.495,1
http://dx.doi.org/10.1257/aer.103.6.i,0
http://dx.doi.org/10.1257/aer.102.7.3574,1
http://dx.doi.org/10.1257/aer.102.3.192,1
http://dx.doi.org/10.1257/aer.102.3.543,0
http://dx.doi.org/10.1257/aer.103.3.93,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1806,1
http://dx.doi.org/10.1257/aer.104.4.1149,0
http://dx.doi.org/10.1257/aer.102.3.676,0
http://dx.doi.org/10.1257/aer.104.5.200,1
http://dx.doi.org/10.1257/aer.103.6.2328,1
http://dx.doi.org/10.1257/aer.104.12.4147,1
http://dx.doi.org/10.1257/aer.104.5.544,0
http://dx.doi.org/10.1257/aer.103.4.1540,0
http://dx.doi.org/10.1257/aer.102.6.2734,1
http://dx.doi.org/10.1257/aer.102.4.1241,1
http://dx.doi.org/10.1257/aer.102.7.3214,1
http://dx.doi.org/10.1257/aer.103.3.462,1
http://dx.doi.org/10.1257/aer.102.6.2767,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.318,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.739,1
http://dx.doi.org/10.1257/aer.104.8.2368,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.65,0
http://dx.doi.org/10.1257/aer.103.3.723,0
http://dx.doi.org/10.1257/aer.102.6.2981,0
http://dx.doi.org/10.1257/aer.103.3.496,1
http://dx.doi.org/10.1257/aer.104.7.1979,1
http://dx.doi.org/10.1257/aer.102.4.1751,1
http://dx.doi.org/10.1257/aer.103.3.673,0
http://dx.doi.org/10.1257/aer.104.9.2593,0
http://dx.doi.org/10.1257/aer.104.7.2210,1
http://dx.doi.org/10.1257/aer.104.5.31,1
http://dx.doi.org/10.1257/aer.102.3.631,1
http://dx.doi.org/10.1257/aer.102.7.3628,0
http://dx.doi.org/10.1257/aer.103.3.369,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.196,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2823,1
http://dx.doi.org/10.1257/aer.104.3.753,0
http://dx.doi.org/10.1257/aer.104.2.624,1
http://dx.doi.org/10.1257/aer.104.5.697,1
http://dx.doi.org/10.1257/aer.104.9.2858,1
http://dx.doi.org/10.1257/aer.104.3.898,0
http://dx.doi.org/10.1257/aer.102.3.580,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1964,1
http://dx.doi.org/10.1257/aer.103.5.2050,0
http://dx.doi.org/10.1257/aer.102.3.561,1
http://dx.doi.org/10.1257/aer.103.3.147,0
http://dx.doi.org/10.1257/aer.104.5.365,1
http://dx.doi.org/10.1257/aer.102.2.1093,1
http://dx.doi.org/10.1257/aer.103.2.624,0
http://dx.doi.org/10.1257/aer.102.3.120,1
http://dx.doi.org/10.1257/aer.104.5.442,0
http://dx.doi.org/10.1257/aer.102.1.556,1
http://dx.doi.org/10.1257/aer.103.3.489,1
http://dx.doi.org/10.1257/aer.103.4.1414,1
http://dx.doi.org/10.1257/aer.104.5.469,1
http://dx.doi.org/10.1257/aer.102.5.1773,1
http://dx.doi.org/10.1257/aer.102.4.1571,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1467,0
http://dx.doi.org/10.1257/aer.102.3.330,0
http://dx.doi.org/10.1257/aer.104.1.84,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.538,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.339,1
http://dx.doi.org/10.1257/aer.102.3.622,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1045,1
http://dx.doi.org/10.1257/aer.103.3.685,0
http://dx.doi.org/10.1257/aer.104.9.2736,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.737,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.64,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1872,0
http://dx.doi.org/10.1257/aer.104.9.2698,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1375,1
http://dx.doi.org/10.1257/aer.104.6.1518,1
http://dx.doi.org/10.1257/aer.104.3.868,0
http://dx.doi.org/10.1257/aer.104.10.3335,1
http://dx.doi.org/10.1257/aer.104.6.1806,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1180,1
http://dx.doi.org/10.1257/aer.103.3.456,1
http://dx.doi.org/10.1257/aer.104.10.3073,1
http://dx.doi.org/10.1257/aer.102.3.680,0
http://dx.doi.org/10.1257/aer.104.1.224,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2754,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.664,1
http://dx.doi.org/10.1257/aer.102.7.3516,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.35,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.40,1
http://dx.doi.org/10.1257/aer.104.5.354,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2687,1
http://dx.doi.org/10.1257/aer.102.7.3652,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.298,1
http://dx.doi.org/10.1257/aer.104.9.2797,1
http://dx.doi.org/10.1257/aer.103.3.439,0
http://dx.doi.org/10.1257/aer.104.10.i,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.71,1
http://dx.doi.org/10.1257/aer.103.3.775,1
http://dx.doi.org/10.1257/aer.103.1.360,0
http://dx.doi.org/10.1257/aer.102.2.720,0
http://dx.doi.org/10.1257/aer.103.4.1109,1
http://dx.doi.org/10.1257/aer.102.1.167,1
http://dx.doi.org/10.1257/aer.102.3.487,0
http://dx.doi.org/10.1257/aer.102.7.3184,1
http://dx.doi.org/10.1257/aer.104.5.94,1
http://dx.doi.org/10.1257/aer.103.3.226,1
http://dx.doi.org/10.1257/aer.103.3.412,1
http://dx.doi.org/10.1257/aer.104.1.308,1
http://dx.doi.org/10.1257/aer.102.5.1832,0
http://dx.doi.org/10.1257/aer.102.1.238,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.371,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1497,1
http://dx.doi.org/10.1257/aer.104.5.284,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.731,1
http://dx.doi.org/10.1257/aer.104.5.593,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.620,0
http://dx.doi.org/10.1257/aer.102.7.i,1
http://dx.doi.org/10.1257/aer.104.5.400,0
http://dx.doi.org/10.1257/aer.102.6.2410,0
http://dx.doi.org/10.1257/aer.103.7.2935,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3078,0
http://dx.doi.org/10.1257/aer.102.1.613,1
http://dx.doi.org/10.1257/aer.102.5.2349,1
http://dx.doi.org/10.1257/aer.102.3.466,1
http://dx.doi.org/10.1257/aer.103.2.831,1
http://dx.doi.org/10.1257/aer.102.3.653,1
http://dx.doi.org/10.1257/aer.103.3.478,1
http://dx.doi.org/10.1257/aer.103.1.532,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.706,0
http://dx.doi.org/10.1257/aer.102.5.i,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.217,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.222,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.9,0
http://dx.doi.org/10.1257/aer.104.2.343,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1410,1
http://dx.doi.org/10.1257/aer.103.2.897,1
http://dx.doi.org/10.1257/aer.103.3.716,0
http://dx.doi.org/10.1257/aer.104.5.654,1
http://dx.doi.org/10.1257/aer.103.5.1862,0
http://dx.doi.org/10.1257/aer.104.1.338,1
http://dx.doi.org/10.1257/aer.102.4.1446,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.345,1
http://dx.doi.org/10.1257/aer.103.3.629,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.147,0
http://dx.doi.org/10.1257/aer.103.3.326,1
http://dx.doi.org/10.1257/aer.102.3.697,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1739,0
http://dx.doi.org/10.1257/aer.103.7.2875,1
http://dx.doi.org/10.1257/aer.103.3.545,1
http://dx.doi.org/10.1257/aer.102.5.1805,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.308,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3308,1
http://dx.doi.org/10.1257/aer.102.3.669,1
http://dx.doi.org/10.1257/aer.104.1.149,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.110,1
http://dx.doi.org/10.1257/aer.102.7.3674,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.591,0
http://dx.doi.org/10.1257/aer.103.3.727,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1707,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.713,1
http://dx.doi.org/10.1257/aer.104.5.154,1
http://dx.doi.org/10.1257/aer.103.3.279,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.131,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.749,0
http://dx.doi.org/10.1257/aer.104.5.141,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.632,1
http://dx.doi.org/10.1257/aer.102.3.538,1
http://dx.doi.org/10.1257/aer.102.1.524,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3196,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.2157,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.659,0
http://dx.doi.org/10.1257/aer.104.5.514,1
http://dx.doi.org/10.1257/aer.102.2.617,1
http://dx.doi.org/10.1257/aer.104.5.50,0
http://dx.doi.org/10.1257/aer.104.5.224,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.171,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.493,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.552,1
http://dx.doi.org/10.1257/aer.104.5.122,1
http://dx.doi.org/10.1257/aer.102.7.3594,0
http://dx.doi.org/10.1257/aer.104.5.291,1
http://dx.doi.org/10.1257/aer.103.5.2021,1
http://dx.doi.org/10.1257/aer.104.1.66,1
http://dx.doi.org/10.1257/aer.103.3.303,0
http://dx.doi.org/10.1257/aer.103.3.557,0
http://dx.doi.org/10.1257/aer.104.12.3779,1
http://dx.doi.org/10.1257/aer.103.7.2911,0
http://dx.doi.org/10.1257/aer.103.3.1,1
http://dx.doi.org/10.1257/aer.102.3.705,1
http://dx.doi.org/10.1257/aer.102.3.198,1
http://dx.doi.org/10.1257/aer.104.5.348,1
http://dx.doi.org/10.1257/aer.102.3.134,1
http://dx.doi.org/10.1257/aer.103.4.1445,0
http://dx.doi.org/10.1257/aer.104.5.317,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3349,1
http://dx.doi.org/10.1257/aer.104.1.1,1
http://dx.doi.org/10.1257/aer.104.4.1392,1
http://dx.doi.org/10.1257/aer.102.7.3377,1
http://dx.doi.org/10.1257/aer.103.3.158,1
http://dx.doi.org/10.1257/aer.104.8.2267,0
http://dx.doi.org/10.1257/aer.104.5.431,1
http://dx.doi.org/10.1257/aer.103.3.362,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1933,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1636,0
http://dx.doi.org/10.1257/aer.102.1.29,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.664,1
http://dx.doi.org/10.1257/aer.102.3.716,1
http://dx.doi.org/10.1257/aer.102.3.283,1
http://dx.doi.org/10.1257/aer.102.4.1477,1
http://dx.doi.org/10.1257/aer.102.3.278,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.194,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.2081,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.565,0
http://dx.doi.org/10.1257/aer.103.3.484,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.448,1
http://dx.doi.org/10.1257/aer.102.3.714,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.162,1
http://dx.doi.org/10.1257/aer.104.2.459,0
http://dx.doi.org/10.1257/aer.102.4.1414,1
http://dx.doi.org/10.1257/aer.103.3.738,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.200,0
http://dx.doi.org/10.1257/aer.104.5.310,1
http://dx.doi.org/10.1257/aer.102.3.203,0
http://dx.doi.org/10.1257/aer.102.3.417,1
http://dx.doi.org/10.1257/aer.104.5.446,1
http://dx.doi.org/10.1257/aer.104.1.183,1
http://dx.doi.org/10.1257/aer.104.10.3222,1
http://dx.doi.org/10.1257/aer.103.3.i,0
http://dx.doi.org/10.1257/aer.103.3.332,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.2132,1
http://dx.doi.org/10.1257/aer.102.4.1279,0
http://dx.doi.org/10.1257/aer.102.3.710,0
http://dx.doi.org/10.1257/aer.104.5.44,1
http://dx.doi.org/10.1257/aer.104.5.489,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1106,0
http://dx.doi.org/10.1257/aer.104.3.991,1
http://dx.doi.org/10.1257/aer.104.11.3725,1
http://dx.doi.org/10.1257/aer.103.1.277,1
http://dx.doi.org/10.1257/aer.102.2.1186,0
http://dx.doi.org/10.1257/aer.104.12.3991,0
http://dx.doi.org/10.1257/aer.103.7.3102,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3162,1
http://dx.doi.org/10.1257/aer.102.3.289,0
http://dx.doi.org/10.1257/aer.102.1.428,0
http://dx.doi.org/10.1257/aer.104.5.481,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.100.3.238,0
http://dx.doi.org/10.1257/aer.103.4.1536,1
http://dx.doi.org/10.1257/aer.104.10.3256,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.60,1
http://dx.doi.org/10.1257/aer.104.4.1417,1
http://dx.doi.org/10.1257/aer.103.1.107,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.532,1
http://dx.doi.org/10.1257/aer.103.3.732,1
http://dx.doi.org/10.1257/aer.102.4.1508,1
http://dx.doi.org/10.1257/aer.102.6.2955,1
http://dx.doi.org/10.1257/aer.103.2.804,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.158,1
http://dx.doi.org/10.1257/aer.104.11.3635,0
http://dx.doi.org/10.1257/aer.104.3.963,1
http://dx.doi.org/10.1257/aer.102.3.584,1
http://dx.doi.org/10.1257/aer.104.6.1597,1
http://dx.doi.org/10.1257/aer.103.7.3045,1
http://dx.doi.org/10.1257/aer.102.1.202,1
http://dx.doi.org/10.1257/aer.104.4.1211,1
http://dx.doi.org/10.1257/aer.102.3.688,1
http://dx.doi.org/10.1257/aer.102.3.477,1
http://dx.doi.org/10.1257/aer.102.3.113,1
http://dx.doi.org/10.1257/aer.104.5.387,0
http://dx.doi.org/10.1257/aer.104.11.3600,1
http://dx.doi.org/10.1257/aer.103.4.1172,1
http://dx.doi.org/10.1257/aer.103.1.335,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.129,1
http://dx.doi.org/10.1257/aer.102.3.65,1
http://dx.doi.org/10.1257/aer.103.7.2722,1
http://dx.doi.org/10.1257/aer.104.5.88,1
http://dx.doi.org/10.1257/aer.104.9.2918,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1912,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.268,1
assessment,1
http://dx.doi.org/10.1257/aer.104.5.523,1
http://dx.doi.org/10.1257/aer.102.6.2437,1
http://dx.doi.org/10.1257/aer.102.4.1721,0
http://dx.doi.org/10.1257/aer.103.3.163,0
http://dx.doi.org/10.1257/aer.104.10.2941,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1535,1
http://dx.doi.org/10.1257/aer.104.6.1486,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.655,0
http://dx.doi.org/10.1257/aer.103.7.3022,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1676,1
http://dx.doi.org/10.1257/aer.103.1.472,1
http://dx.doi.org/10.1257/aer.102.1.364,1
http://dx.doi.org/10.1257/aer.102.7.3483,1
http://dx.doi.org/10.1257/aer.102.4.1310,1
http://dx.doi.org/10.1257/aer.102.3.555,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.582,1
http://dx.doi.org/10.1257/aer.103.2.863,1
http://dx.doi.org/10.1257/aer.103.3.550,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.615,1
http://dx.doi.org/10.1257/aer.102.5.1898,1
http://dx.doi.org/10.1257/aer.104.3.1047,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1514,1
http://dx.doi.org/10.1257/aer.102.1.576,1
http://dx.doi.org/10.1257/aer.104.12.3956,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2391,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.703,1
http://dx.doi.org/10.1257/aer.102.3.685,0
http://dx.doi.org/10.1257/aer.104.9.2633,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.98,1
http://dx.doi.org/10.1257/aer.102.4.1692,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.152,0
http://dx.doi.org/10.1257/aer.102.3.520,1
http://dx.doi.org/10.1257/aer.103.1.145,0
http://dx.doi.org/10.1257/aer.103.3.423,0
http://dx.doi.org/10.1257/aer.102.1.94,1
http://dx.doi.org/10.1257/aer.102.2.914,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.109,1
http://dx.doi.org/10.1257/aer.103.3.528,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3477,0
http://dx.doi.org/10.1257/aer.103.3.99,0
http://dx.doi.org/10.1257/aer.103.3.350,1
http://dx.doi.org/10.1257/aer.104.5.136,1
http://dx.doi.org/10.1257/aer.104.10.3365,0
http://dx.doi.org/10.1257/aer.102.2.965,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2425,1
http://dx.doi.org/10.1257/aer.103.5.1664,1
http://dx.doi.org/10.1257/aer.104.7.2127,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.355,1
http://dx.doi.org/10.1257/aer.102.2.643,0
http://dx.doi.org/10.1257/aer.102.3.402,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.588,1
http://dx.doi.org/10.1257/aer.104.5.569,1
http://dx.doi.org/10.1257/aer.103.4.1138,1
http://dx.doi.org/10.1257/aer.102.6.2570,1
http://dx.doi.org/10.1257/aer.102.3.532,1
http://dx.doi.org/10.1257/aer.102.3.101,1
http://dx.doi.org/10.1257/aer.103.3.512,0
http://dx.doi.org/10.1257/aer.104.5.381,1
http://dx.doi.org/10.1257/aer.104.6.1698,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.2248,1
http://dx.doi.org/10.1257/aer.103.7.2960,1
http://dx.doi.org/10.1257/aer.104.5.635,1
http://dx.doi.org/10.1257/aer.103.5.2003,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2844,1
http://dx.doi.org/10.1257/aer.102.7.3701,1
http://dx.doi.org/10.1257/aer.104.5.418,1
http://dx.doi.org/10.1257/aer.102.3.256,1
http://dx.doi.org/10.1257/aer.103.3.692,1
http://dx.doi.org/10.1257/aer.102.2.884,0
http://dx.doi.org/10.1257/aer.102.3.566,1
http://dx.doi.org/10.1257/aer.103.5.1728,1
http://dx.doi.org/10.1257/aer.102.3.589,1
http://dx.doi.org/10.1257/aer.102.3.412,1
http://dx.doi.org/10.1257/aer.103.2.981,1
http://dx.doi.org/10.1257/aer.104.12.4231,1
http://dx.doi.org/10.1257/aer.102.3.147,1
http://dx.doi.org/10.1257/aer.103.4.1248,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.281,0
http://dx.doi.org/10.1257/aer.103.5.1925,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2616,1
http://dx.doi.org/10.1257/aer.104.5.278,1
http://dx.doi.org/10.1257/aer.104.5.519,0
http://dx.doi.org/10.1257/aer.102.6.3059,0
http://dx.doi.org/10.1257/aer.103.5.1892,1
http://dx.doi.org/10.1257/aer.102.3.319,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.399,1
http://dx.doi.org/10.1257/aer.102.7.3333,1
http://dx.doi.org/10.1257/aer.102.5.2272,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.29,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.482,1
http://dx.doi.org/10.1257/aer.102.3.225,1
http://dx.doi.org/10.1257/aer.102.2.1062,0
http://dx.doi.org/10.1257/aer.103.5.1977,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2653,0
http://dx.doi.org/10.1257/aer.102.3.30,1
http://dx.doi.org/10.1257/aer.102.3.391,1
http://dx.doi.org/10.1257/aer.102.3.354,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.435,1
http://dx.doi.org/10.1257/aer.104.8.2456,1
http://dx.doi.org/10.1257/aer.102.6.i,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2350,0
http://dx.doi.org/10.1257/aer.102.3.514,1
http://dx.doi.org/10.1257/aer.104.5.107,1
http://dx.doi.org/10.1257/aer.102.7.3439,0
http://dx.doi.org/10.1257/aer.102.3.141,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.233,1
http://dx.doi.org/10.1257/aer.103.3.580,0
http://dx.doi.org/10.1257/aer.104.2.609,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.1,1
http://dx.doi.org/10.1257/aer.102.7.3774,1
http://dx.doi.org/10.1257/aer.103.4.1490,1
http://dx.doi.org/10.1257/aer.102.3.645,0
doi=10.1257/aer.101.7.3368,1
http://dx.doi.org/10.1257/aer.102.3.376,1
http://dx.doi.org/10.1257/aer.102.3.161,1
http://dx.doi.org/10.1257/aer.102.1.i,1
http://dx.doi.org/10.1257/aer.104.5.82,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1575,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.1.234,1
http://dx.doi.org/10.1257/aer.102.4.1644,0
http://dx.doi.org/10.1257/aer.102.6.2798,1
http://dx.doi.org/10.1257/aer.102.6.2472,1
http://dx.doi.org/10.1257/aer.103.3.105,1
http://dx.doi.org/10.1257/aer.104.5.657,1
http://dx.doi.org/10.1257/aer.103.3.713,0
http://dx.doi.org/10.1257/aer.104.12.4104,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.1029,0
http://dx.doi.org/10.1257/aer.103.3.667,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.105,0
http://dx.doi.org/10.1257/aer.104.3.793,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.410,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.206,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.710,0
http://dx.doi.org/10.1257/aer.102.3.396,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.51,0
http://dx.doi.org/10.1257/aer.104.5.189,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.645,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.366,0
http://dx.doi.org/10.1257/aer.103.3.756,1
http://dx.doi.org/10.1257/aer.104.11.3434,0
http://dx.doi.org/10.1257/aer.102.3.366,1
http://dx.doi.org/10.1257/aer.102.3.300,0
http://dx.doi.org/10.1257/aer.102.3.637,0
http://dx.doi.org/10.1257/aer.103.5.1759,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.350,1
http://dx.doi.org/10.1257/aer.103.3.774,1
http://dx.doi.org/10.1257/aer.102.3.186,0
http://dx.doi.org/10.1257/aer.103.3.381,0
http://dx.doi.org/10.1257/aer.103.3.314,0
http://dx.doi.org/10.1257/aer.104.11.3737,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.2.1041,1
http://dx.doi.org/10.1257/aer.104.8.i,1
http://dx.doi.org/10.1257/aer.104.2.672,0
http://dx.doi.org/10.1257/aer.103.3.178,0
http://dx.doi.org/10.1257/aer.103.3.269,0
http://dx.doi.org/10.1257/aer.102.5.2327,1
http://dx.doi.org/10.1257/aer.103.4.1507,1
http://dx.doi.org/10.1257/aer.103.1.178,0
http://dx.doi.org/10.1257/aer.104.11.3481,1
http://dx.doi.org/10.1257/aer.104.3.i,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.571,0
http://dx.doi.org/10.1257/aer.104.5.603,1
http://dx.doi.org/10.1257/aer.104.6.1833,0
http://dx.doi.org/10.1257/aer.104.5.412,1
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1547,0
http://dx.doi.org/10.1257/aer.102.3.167,0
http://dx.doi.org/10.1257/aer.102.1.594,0
http://dx.doi.org/10.1257/aer.104.5.660,0
http://dx.doi.org/10.1257/aer.104.1.277,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.136,0
